geneName dn_damaging_DD dn_lof_DD mut_damaging mut_lof BF PP qvalue
ADPRH 0 0 3.80005e-06 7.2378351513226e-07 0.284390747610654 0.00824017287657493 0.954375350292826
RCCD1 0 0 1.77187e-06 1.23480500650935e-06 0.28435129723139 0.00823903922641948 0.954378590227871
PPM1M 0 0 1.75771e-06 1.23867818883794e-06 0.284297025121446 0.00823747965325182 0.954381829736547
SLC22A14 0 0 2.02729e-06 1.17030287914388e-06 0.284226803194029 0.00823546173596535 0.954385068858679
CASP1 0 0 2.72142e-06 9.946939220969e-07 0.284190279628144 0.00823441218113784 0.954388307510469
FYTTD1 0 0 2.1584e-06 1.13728730533188e-06 0.284161208997154 0.00823357679504275 0.954391545673485
SNAPC1 0 0 2.19649e-06 1.12775906246362e-06 0.28413110043344 0.00823271158098502 0.954394783350438
PPAPDC1A 0 0 3.52347e-06 7.94141492663555e-07 0.284073505602597 0.00823105650422999 0.95439802060987
CD55 0 0 1.26931e-06 1.36507026372881e-06 0.284028954850206 0.00822977626550278 0.954401257419425
MTCH1 0 0 1.65899e-06 1.26528050583062e-06 0.284007197847226 0.00822915104124 0.954404493722494
GTF2B 0 0 2.55255e-06 1.0384791970182e-06 0.283943888547193 0.00822733173698938 0.95440772962261
TTI2 0 0 1.91987e-06 1.19916339758691e-06 0.283908983144608 0.00822632866590854 0.954410965049203
C12orf56 0 0 1.13244e-06 1.40101926217708e-06 0.283874131292974 0.00822532713168865 0.95441420000226
C9orf172 0 0 1.04146e-10 1.69516555560383e-06 0.283805902524516 0.00822336644244877 0.954417434564944
SAV1 0 0 9.44285e-07 1.44992186238327e-06 0.283792049108281 0.00822296833605812 0.954420668602089
KCNV1 0 0 3.56363e-06 7.85894862333205e-07 0.283700531950454 0.00822033839438856 0.954423902307014
FRA10AC1 0 0 1.911e-06 1.20241998464603e-06 0.283699660973275 0.00822031336492563 0.954427135454351
SAMD14 0 0 1.40148e-06 1.33279099327669e-06 0.28368051023499 0.00821976302562469 0.954430368089705
ZNF526 0 0 2.25784e-06 1.11443229844772e-06 0.283659962936599 0.00821917255236605 0.954433600216683
CALCR 0 0 1.04146e-10 1.6960313650554e-06 0.283625040011776 0.00821816896123826 0.954436831871163
LMOD3 0 0 3.0463e-06 9.15669761956485e-07 0.283622616063112 0.00821809930338406 0.954440062972463
ASIC3 0 0 1.04146e-10 1.69631373214507e-06 0.283566080469885 0.00821647461764011 0.954443293655257
CDHR5 0 0 1.04146e-10 1.69645138625523e-06 0.283537342168964 0.00821564875165882 0.95444652385055
PITPNB 0 0 2.95563e-06 9.396073573095e-07 0.283377262297567 0.00821104843642978 0.954449753884951
ZNF282 0 0 8.08816e-07 1.4870621552358e-06 0.283344977877989 0.00821012065373245 0.954452983440864
CLMP 0 0 1.46371e-06 1.31849327703803e-06 0.283332237211259 0.00820975451471801 0.954456212469839
MBOAT7 0 0 2.69444e-06 1.00564781389396e-06 0.283316497286026 0.00820930218317289 0.954459440979468
FOSB 0 0 2.83367e-06 9.70931070776675e-07 0.283240593778268 0.00820712087407466 0.954462669119386
ADIPOR2 0 0 2.63789e-06 1.02041655720718e-06 0.283210858118149 0.00820626633037282 0.954465896774975
POU4F2 0 0 4.64254e-06 5.2118701289336e-07 0.283202795633296 0.00820603463034765 0.954469123892516
SPHK1 0 0 3.54122e-06 7.9398570590356e-07 0.283173045171335 0.00820517965939718 0.954472350526027
C11orf35 0 0 4.172e-09 1.6972281377844e-06 0.283153394249129 0.00820461492895002 0.954475576650544
CDR2 0 0 2.47738e-06 1.06151702955589e-06 0.283095424730138 0.00820294899054435 0.954478802361379
GDPD4 0 0 1.51679e-06 1.30602907225768e-06 0.283093874708606 0.00820290444567148 0.954482027518513
TRIM68 0 0 1.23909e-06 1.377479461406e-06 0.283056882457677 0.00820184135272681 0.954485252210107
ARPC4-TTLL3 0 0 1.04146e-10 1.69876889803711e-06 0.283053954304911 0.00820175720261244 0.954488476351694
CAMK1D 0 0 2.8334e-06 9.719854535791e-07 0.283033369631406 0.00820116563381508 0.954491699987258
SLITRK6 0 0 1.45516e-06 1.32235598855358e-06 0.282982534227813 0.00819970470703411 0.954494923192036
CPNE1 0 0 3.51788e-08 1.69016273342157e-06 0.282936540699954 0.00819838292417457 0.95449814595412
ZFP14 0 0 2.31856e-06 1.10251528578428e-06 0.282929955827118 0.00819819368482475 0.954501368175797
ALX4 0 0 2.61419e-06 1.02777177144795e-06 0.2829226223906 0.00819798293279465 0.954504589859067
PPP1R36 0 0 1.29207e-06 1.36453576253484e-06 0.282915837948347 0.00819778795796134 0.954507811002705
TOX 0 0 2.44785e-06 1.06992046549266e-06 0.282899591073634 0.00819732104650638 0.954511031630334
NPSR1 0 0 1.2972e-06 1.36334559816735e-06 0.282889088036999 0.00819701920433645 0.954514251727836
PRSS56 0 0 1.04146e-10 1.69972748160332e-06 0.282854256895031 0.00819601820608725 0.954517471355712
TMEM55B 0 0 2.515e-06 1.05315789815007e-06 0.28285358854688 0.00819599899867748 0.954520690429324
ABHD15 0 0 2.50932e-06 1.05473807217561e-06 0.28282333086733 0.00819512943366065 0.954523909022223
SMARCE1 0 0 1.43996e-06 1.32730567924488e-06 0.282762541879743 0.0081933824353034 0.954527127210271
LMCD1 0 0 2.97272e-06 9.38501053230315e-07 0.282707523763091 0.00819180127914734 0.95453034497926
TAPBP 0 0 1.87843e-06 1.21549572481537e-06 0.282699006965099 0.00819155651590959 0.954533562213963
KCNS3 0 0 3.60875e-06 7.80145100956605e-07 0.282543884322691 0.00818709844372408 0.954536779278111
KIF25 0 0 2.54059e-06 1.04846819294099e-06 0.282481011531517 0.00818529153012505 0.954539995942982
MTCH2 0 0 1.6799e-06 1.2672734163671e-06 0.28246981488995 0.00818496974693467 0.954543212080541
LSAMP 0 0 2.93743e-06 9.49018975399495e-07 0.282361733905116 0.00818186356870113 0.954546427931145
RNF32 0 0 2.4455e-06 1.07322693852981e-06 0.28233154209492 0.00818099587194988 0.954549643301763
LCA5L 0 0 1.58906e-06 1.29121181278368e-06 0.282322960839773 0.00818074925091161 0.954552858138944
COMTD1 0 0 2.81484e-06 9.8015691649181e-07 0.282299569902341 0.00818007700628985 0.954556072479539
CA14 0 0 2.16791e-06 1.14386163023385e-06 0.282275574201986 0.00817938738011711 0.954559286325174
EXOSC4 0 0 4.26936e-06 6.1800323467458e-07 0.282178079164693 0.00817658540454945 0.95456249985814
HS3ST1 0 0 4.53557e-06 5.52463189229145e-07 0.282156706191021 0.00817597115014254 0.954565712889872
TRNT1 0 0 3.07137e-06 9.1661108692303e-07 0.282103703765593 0.00817444786919614 0.954568925498877
KLHL38 0 0 3.53364e-06 8.0100229526882e-07 0.282096057227621 0.00817422810857244 0.954572137572883
TAMM41 0 0 2.87242e-06 9.6701601714366e-07 0.282016648361322 0.00817194590111216 0.954575349289824
ZIC1 0 0 3.70801e-06 7.58560324095095e-07 0.281886965124844 0.00816821878779646 0.954578560774345
ZKSCAN7 0 0 1.04146e-10 1.70460406806429e-06 0.281840550160124 0.0081668848087834 0.954581771820235
FEN1 0 0 4.07791e-06 6.67147986701565e-07 0.281801123405683 0.00816575167006143 0.954584982410299
ACAT2 0 0 3.69329e-06 7.6272411166732e-07 0.281782060554948 0.00816520379613076 0.954588192494217
BPNT1 0 0 2.70934e-06 1.00933667823036e-06 0.281756176382369 0.00816445987372166 0.954591402089016
ACTL7A 0 0 4.02737e-06 6.80155603764895e-07 0.281698763910212 0.00816280981024914 0.954594611272895
C17orf104 0 0 1.04146e-10 1.70532579835496e-06 0.281690835871082 0.00816258195396541 0.954597819923431
VASP 0 0 2.26611e-06 1.12175875899639e-06 0.281686520629757 0.00816245793146948 0.954601028031817
KCTD10 0 0 4.05262e-06 6.7406555046018e-07 0.281664000445379 0.00816181068802783 0.954604235643263
SLC16A4 0 0 2.4676e-06 1.07089798435925e-06 0.281649746045712 0.00816140100769946 0.954607442737436
ELOVL1 0 0 3.26868e-06 8.6980123814958e-07 0.281551642279948 0.0081585814351628 0.954610649522022
ATF7IP2 0 0 4.95686e-07 1.5769696107155e-06 0.281523060836036 0.00815775998096559 0.954613855825028
ABHD1 0 0 2.56407e-06 1.04739097501498e-06 0.281466013482485 0.00815612038905288 0.954617061717027
BLZF1 0 0 2.11338e-06 1.16177401521483e-06 0.281428496393114 0.00815504211142825 0.954620267149795
RNF146 0 0 1.8457e-06 1.23004646732541e-06 0.281404079089819 0.00815434033313225 0.954623472091036
RAD9A 0 0 3.74738e-06 7.51237079030435e-07 0.281369425145625 0.00815334434159135 0.954626676566206
LPPR5 0 0 2.43793e-06 1.07991524019528e-06 0.281334629346565 0.00815234427097676 0.954629880575775
MSR1 0 0 1.48166e-06 1.32375121987233e-06 0.281274811013186 0.00815062501971495 0.954633084181766
AGFG2 0 0 3.24581e-06 8.7702285627906e-07 0.281238836276292 0.0081495910593889 0.954636287325303
DCAF15 0 0 9.72625e-07 1.45485861035648e-06 0.281236984480996 0.00814953783634595 0.954639489922105
PARVG 0 0 1.34613e-06 1.35871790014943e-06 0.281234147653245 0.00814945630215799 0.954642691974749
KCTD20 0 0 2.87379e-06 9.708004565928e-07 0.281153944456213 0.00814715115047035 0.954645893674704
C1orf228 0 0 1.90261e-06 1.21674798058856e-06 0.281151778766629 0.00814708890538413 0.954649094829089
GPR89A 0 0 1.04146e-10 1.70797249686764e-06 0.281142500029686 0.00814682222082466 0.954652295455633
PTPN23 1 0 9.3501e-06 3.55515592327224e-06 0.281126191277247 0.00814635348292301 0.954655495571853
LENG1 0 0 3.60204e-06 7.88951349503415e-07 0.281049257371425 0.00814414228159707 0.954658695327758
CCDC148 0 0 1.04146e-10 1.70864117185776e-06 0.281004137159834 0.00814284545123989 0.954661894644798
CTSS 0 0 2.85349e-06 9.7686267270274e-07 0.280955018144054 0.00814143368470588 0.95466509353297
PLEKHG7 0 0 1.44129e-06 1.33568975566115e-06 0.280944874277668 0.00814114213172065 0.954668291896057
PRAMEF18 0 0 4.14705e-08 1.69832253907545e-06 0.280901430441258 0.00813989347569724 0.954671489816489
PRAMEF19 0 0 4.14705e-08 1.69832253907545e-06 0.280901430441258 0.00813989347569724 0.954674687187026
SH3YL1 0 0 2.53814e-06 1.05666843561228e-06 0.280897914734637 0.00813979242766406 0.954677884016495
ZNF48 0 0 1.52424e-06 1.31476282142413e-06 0.280875300856374 0.00813914246169777 0.954681080352223
RNFT2 0 0 1.33189e-06 1.36423945187384e-06 0.280846975049472 0.00813832832281298 0.954684276208448
ACTR10 0 0 2.08455e-06 1.17195652247144e-06 0.280834508109152 0.00813796999823208 0.954687471546118
PSMB8 0 0 3.3106e-06 8.63489236572175e-07 0.280679373319467 0.00813351109516114 0.954690666717771
KRT23 0 0 2.27977e-06 1.12376527140139e-06 0.280547230280298 0.00812971299217338 0.954693861666666
ZNF205 0 0 2.33579e-06 1.10961403085791e-06 0.28053673650793 0.00812941137512888 0.954697056092423
ZSCAN9 0 0 1.04146e-10 1.71095597449531e-06 0.280525689190768 0.00812909384763591 0.954700249996544
TBCEL 0 0 2.04284e-06 1.18406051386208e-06 0.280523734349971 0.00812903766060677 0.954703443356711
AKAP8 0 0 9.47631e-07 1.46482883677905e-06 0.280507562702695 0.00812857284664573 0.954706636208167
SOX9 0 0 2.64104e-06 1.03256137475862e-06 0.280506383590976 0.00812853895598175 0.954709828514028
TNIP3 0 0 9.04956e-07 1.47635560422687e-06 0.280402921454429 0.00812556518251949 0.954713020526937
ZNF729 0 0 1.04146e-10 1.71227398242904e-06 0.280253638603667 0.00812127436999423 0.954716212360079
NRIP1 0 0 1.04146e-10 1.71237329704471e-06 0.280233149876785 0.00812068546297649 0.954719403695603
HSD3B1 0 0 2.72913e-06 1.01191906101655e-06 0.280178352325129 0.00811911041474075 0.954722594618314
TRAM1 0 0 2.34577e-06 1.10923095813194e-06 0.280091084296469 0.00811660205594938 0.954725785208451
TCP11 0 0 2.52761e-06 1.06323138367683e-06 0.280086730512687 0.00811647691411924 0.954728975261496
PGBD1 0 0 3.72353e-07 1.61608159190444e-06 0.280064538189541 0.00811583903447031 0.954732164821605
IRX4 0 0 3.71551e-06 7.6542242587994e-07 0.280063272240151 0.00811580264693684 0.954735353837273
PNPLA1 0 0 1.64329e-06 1.28875009978511e-06 0.279950228056029 0.00811255337592148 0.954738542584401
KDSR 0 0 3.11914e-06 9.15027817681305e-07 0.279933831354084 0.00811208207765313 0.954741730824646
CR1L 0 0 1.04146e-10 1.71426949744022e-06 0.279842252723834 0.00810944978092377 0.954744918743585
CBWD2 0 0 2.13595e-06 1.16399546184807e-06 0.27977521845128 0.00810752296779097 0.954748106280764
CATSPER2 0 0 3.12236e-07 1.63316221297541e-06 0.279769397765407 0.0081073556593794 0.954751293285317
CAPNS1 0 0 1.80129e-06 1.24949120548076e-06 0.27972000977986 0.00810593606058784 0.954754479864817
SVOP 0 0 1.04146e-10 1.71503586335181e-06 0.279684425216484 0.00810491322219917 0.954757665985338
SIX4 0 0 2.54495e-06 1.06088124007074e-06 0.279665065555372 0.00810435674955408 0.954760851606994
PPP1R32 0 0 1.13994e-06 1.41939435398559e-06 0.27964877934218 0.00810388861938161 0.954764036722336
LILRB2 0 0 2.7517e-08 1.70811417978538e-06 0.279633671899194 0.00810345437133138 0.954767221328589
DUSP1 0 0 3.73909e-06 7.61638385640305e-07 0.279629878343281 0.00810334532937355 0.954770405397995
PANX1 0 0 3.06019e-06 9.3174155624025e-07 0.279534499971588 0.0081006037659139 0.954773589156427
NAGK 0 0 2.55082e-06 1.06012243258571e-06 0.279514887522389 0.00810004002224437 0.954776772417236
B3GNT1 0 0 3.31422e-06 8.6825805439445e-07 0.279498819035967 0.00809957814638308 0.954779955171818
RDH13 0 0 2.9943e-06 9.4864997299086e-07 0.279459287340872 0.0080984418374203 0.954783137478118
RASSF4 0 0 3.38495e-06 8.5079201963645e-07 0.279453207930196 0.00809826708908347 0.954786319253828
RAD23B 0 0 2.3693e-06 1.10665317245879e-06 0.27938980774486 0.00809644469217025 0.954789500640307
COQ9 0 0 2.77306e-06 1.0049440734539e-06 0.279328343487623 0.00809467793585276 0.954792681632887
KLHL25 0 0 4.10214e-06 6.7326867259232e-07 0.279270224064587 0.00809300731916796 0.95479586222343
ANXA10 0 0 1.07139e-06 1.4389069686166e-06 0.27926686932451 0.00809291088850095 0.954799042277148
B3GAT3 0 0 3.38489e-06 8.51880229077595e-07 0.279230487518881 0.00809186510678807 0.954802221875522
TAF1A 0 0 1.85741e-06 1.23757101839324e-06 0.279224005665254 0.00809167878804189 0.954805400945033
MORF4L1 0 0 1.58856e-06 1.30626756414587e-06 0.279223997953944 0.00809167856638278 0.954808579469876
SPPL3 0 0 3.4311e-06 8.4042419836219e-07 0.279211852398545 0.0080913294462072 0.954811757480076
PLCG1 0 1 1.31151e-05 4.57689330801928e-06 0.279195499122723 0.00809085937604131 0.954814934986127
SFXN3 0 0 2.81824e-06 9.942844614231e-07 0.279179060509374 0.00809038685242397 0.954818111988368
GPBP1L1 0 0 1.29449e-06 1.38209145296792e-06 0.27914180097153 0.00808931583514129 0.954821288538182
CEP55 0 0 2.61466e-07 1.64974258102683e-06 0.279079047411216 0.00808751199251921 0.954824464698438
SLC24A5 0 0 3.15508e-06 9.10148288408705e-07 0.279076315632326 0.00808743346775466 0.954827640321508
USP12 0 0 3.05648e-06 9.34946013586455e-07 0.27906323514922 0.00808705747014729 0.954830815432998
RFFL 0 0 2.54825e-06 1.06298667207358e-06 0.279056385312606 0.00808686057194065 0.954833990017708
TTPAL 0 0 2.78457e-06 1.0036101913852e-06 0.279004087083523 0.00808535725941701 0.954837164187604
EMC10 0 0 2.28652e-06 1.12962893257231e-06 0.278977362680226 0.00808458906472152 0.95484033787987
ANXA9 0 0 1.22096e-06 1.40199019808162e-06 0.278937271207262 0.00808343663051533 0.954843511127515
NECAP2 0 0 2.84345e-06 9.89341575802835e-07 0.278888381814635 0.0080820312954278 0.954846683952297
NR2E1 0 0 3.07658e-06 9.31437565742395e-07 0.278745156688657 0.00807791423843981 0.954849856586373
ARHGEF38 0 0 7.57092e-07 1.52265593119793e-06 0.278739957862873 0.00807776479570801 0.954853028690302
FAM50B 0 0 4.49163e-06 5.7972127362254e-07 0.278721535184457 0.00807723522664987 0.954856200296743
CTGF 0 0 3.55295e-06 8.12432683708725e-07 0.278710152968708 0.00807690803891178 0.95485937138851
ZNF136 0 0 1.04146e-10 1.72059306697545e-06 0.278542657338662 0.00807209326456302 0.954862542349618
FDXACB1 0 0 2.589e-06 1.05537805354234e-06 0.278501097119449 0.00807089858091878 0.954865712870452
SLC19A3 0 0 3.52719e-06 8.1998507645828e-07 0.278476792413723 0.00807019992026727 0.954868882908701
LCMT1 0 0 2.63264e-06 1.04457054980352e-06 0.278457253807724 0.00806963826473046 0.954872052452772
SUN5 0 0 1.44018e-06 1.348174032844e-06 0.278423250895907 0.00806866081765347 0.954875221538349
ECI1 0 0 2.97473e-06 9.5860240073647e-07 0.278416994048708 0.00806848095822926 0.954878390097348
SPSB1 0 0 4.07366e-06 6.8483380453287e-07 0.278333870533427 0.00806609148221243 0.954881558318828
TSR3 0 0 4.26341e-06 6.37904361712205e-07 0.278331500585558 0.00806602335530988 0.954884726004416
MKRN1 0 0 1.98851e-06 1.20968359452349e-06 0.278085275315445 0.00805894527310847 0.954887893753495
OGFOD2 0 0 3.63511e-06 7.9525312126216e-07 0.278027507199061 0.00805728463495219 0.954891061102978
MLLT3 0 0 2.83304e-06 9.96177471848085e-07 0.27801773161716 0.00805700361945269 0.954894227935053
HS2ST1 0 0 2.58122e-06 1.05973719638265e-06 0.278007328055091 0.00805670455143496 0.954897394251395
RPP30 0 0 1.86837e-06 1.24154951113882e-06 0.277828142937873 0.00805155354335821 0.95490056046676
AKR1C2 0 0 1.55718e-06 1.32121996065841e-06 0.27779968163814 0.00805073536565855 0.954903726210943
GAN 0 0 1.04146e-10 1.72455270502838e-06 0.277732006520151 0.00804878990191852 0.954906891580379
LRRC24 0 0 2.83502e-06 9.97177710822055e-07 0.277708824325187 0.00804812347916509 0.954910056465893
CTSK 0 0 3.07027e-06 9.3809497667002e-07 0.277697375898635 0.00804779436884509 0.954913220838793
ZDHHC23 0 0 2.72591e-06 1.02478124896009e-06 0.27768570851611 0.00804745896392713 0.954916384699748
HYI 0 0 1.73601e-06 1.27626886735705e-06 0.277636660209395 0.00804604895853808 0.954919548140672
ST3GAL6 0 0 1.87384e-06 1.24112192288599e-06 0.277629359968275 0.00804583909612245 0.954922711059176
SULT1A3 0 0 1.04146e-10 1.72538081388729e-06 0.277562771834572 0.00804392486119713 0.954925873600942
SULT1A4 0 0 1.04146e-10 1.72538081388729e-06 0.277562771834572 0.00804392486119713 0.954929035602611
GTPBP10 0 0 3.22483e-06 9.00031848414275e-07 0.277554971110078 0.00804370061025888 0.954932197083467
C14orf80 0 0 8.68885e-07 1.50008722506618e-06 0.277437108551592 0.0080403123498987 0.954935358313772
PHOSPHO1 0 0 4.23994e-06 6.4807597701584e-07 0.277426992136555 0.00804002152662428 0.954938519029169
DGCR2 0 0 2.86747e-06 9.9044018087279e-07 0.277414207209105 0.00803965398961458 0.954941679236338
TCEA1 0 0 2.75921e-06 1.01795992368945e-06 0.27736193501312 0.00803815128239153 0.954944839032299
GFI1 0 0 2.72909e-06 1.02588590394214e-06 0.277293419355956 0.00803618160556076 0.954947998457012
DRD3 0 0 3.39208e-06 8.59547919030875e-07 0.277274068803826 0.00803562531765774 0.954951157389955
UBR7 0 0 2.81227e-06 1.00506673835145e-06 0.277264219335758 0.00803534216581084 0.954954315807946
GNB2L1 0 0 2.81371e-06 1.00479002687761e-06 0.277246542170958 0.00803483398345829 0.954957473730319
CA10 0 0 2.48607e-06 1.08748771615829e-06 0.277246468082635 0.00803483185356938 0.954960631114025
PTH1R 0 0 1.04146e-10 1.72717188822118e-06 0.277197100475283 0.00803341263301105 0.954963788080093
DCP2 0 0 1.79964e-06 1.2623327317051e-06 0.277161831788945 0.00803239872591337 0.954966944594057
NEIL3 0 0 2.52266e-06 1.07869863835806e-06 0.277151098519918 0.00803209016460059 0.954970100595869
FBXW9 0 0 1.58499e-06 1.31737404060174e-06 0.27712790808206 0.00803142348244008 0.954973256116203
SLC39A13 0 0 3.33135e-06 8.75991959305665e-07 0.277014817551836 0.00802817232619784 0.954976411375589
ZNF555 0 0 1.04146e-10 1.72816117669227e-06 0.27699533377227 0.00802761219923749 0.95497956614462
ERGIC2 0 0 2.22649e-06 1.15518619538007e-06 0.276851903702476 0.00802348879863861 0.954982720727247
PLA1A 0 0 2.70553e-06 1.03423219145185e-06 0.27679937300427 0.00802197861083146 0.95498587490072
MARCH9 0 0 3.20483e-06 9.0924095776527e-07 0.27669104649622 0.00801886435307583 0.954989028801892
LGALS9C 0 0 2.68315e-06 1.04043495040226e-06 0.276685047378663 0.00801869188503806 0.954992182180062
SLC2A10 0 0 3.61485e-06 8.06934260933945e-07 0.276660095549244 0.00801797454671661 0.954995335081807
FGD3 0 0 2.79289e-07 1.65705995038109e-06 0.276630777465394 0.00801713168193979 0.954998487517948
TBP 0 0 2.36475e-06 1.12122920546706e-06 0.27662518742505 0.0080169709738629 0.955001639430468
KCNK4 0 0 2.61092e-06 1.05923438852571e-06 0.276568746357714 0.00801534834662986 0.955004790944078
PSMC1 0 0 2.5395e-06 1.07748846936177e-06 0.27652592305157 0.00801411721359256 0.955007942025524
BOP1 0 0 1.04146e-10 1.73056061637169e-06 0.276506583457823 0.00801356121598684 0.955011092617392
HMGCLL1 0 0 3.03485e-06 9.52983396234225e-07 0.276464387426925 0.00801234811222176 0.95501424277579
SP2 0 0 2.71845e-06 1.03290673625505e-06 0.276402929157937 0.00801058122846786 0.955017392548002
SLC17A3 0 0 7.92458e-07 1.52505673180666e-06 0.276374396311325 0.00800976092624577 0.955020541853498
FBP1 0 0 4.4125e-06 6.10867828708295e-07 0.27631456348075 0.00800804076385761 0.95502369076904
LRP11 0 0 2.4962e-06 1.08965732146019e-06 0.276275999116772 0.00800693205552849 0.955026839242654
TOR1AIP2 0 0 1.93989e-06 1.2309568680446e-06 0.276262138474034 0.008006533567603 0.955029987213972
LACTB 0 0 2.65674e-06 1.04917949323129e-06 0.276258687152853 0.00800643434345202 0.955033134657641
CDH13 0 0 1.04146e-10 1.73185729898587e-06 0.276242821808027 0.00800597822066049 0.955036281604182
GUCY1A2 0 0 1.04146e-10 1.73185873563092e-06 0.276242529717831 0.00800596982317154 0.955039428015604
PLK3 0 0 1.04146e-10 1.73215513805112e-06 0.276182273625823 0.00800423747897771 0.955042574038802
MAPK6 0 0 1.62826e-06 1.31149185475592e-06 0.276066073691101 0.00800089674935229 0.955045719810781
AFM 0 0 1.20205e-06 1.42087768075583e-06 0.276063747680953 0.0080008298767011 0.955048865052956
NKAPL 0 0 2.19094e-06 1.16819969166076e-06 0.27603571555592 0.00800002395409133 0.95505200982836
HAP1 0 0 3.87404e-07 1.63185216007033e-06 0.276031203286103 0.00799989422637027 0.955055154079568
PRRT3 0 0 1.04146e-10 1.73304046109654e-06 0.276002374349128 0.00799906539386255 0.955058297866202
AGA 0 0 3.38725e-06 8.6715629819329e-07 0.275958797787005 0.00799781256421136 0.955061441224457
KRT26 0 0 2.04529e-06 1.20565980336891e-06 0.275947084571778 0.00799747580779584 0.955064584076505
SIGLEC11 0 0 4.43618e-07 1.61792541971556e-06 0.275889820741173 0.00799582946215027 0.955067726533881
VNN2 0 0 2.67954e-06 1.04559942161262e-06 0.2758138600782 0.00799364557070851 0.955070868642413
MBNL2 0 0 3.52646e-06 8.3331912074356e-07 0.27576841149708 0.00799233890601245 0.955074010327575
KLHL33 0 0 1.97733e-06 1.22385642964986e-06 0.275764287231439 0.00799222033157248 0.955077151488431
XRCC3 0 0 3.09384e-06 9.41675561839545e-07 0.275747058977621 0.00799172501143801 0.955080292157152
ISL1 0 0 3.71231e-06 7.87181582170945e-07 0.275732048891649 0.00799129346423494 0.955083432328443
CUTC 0 0 2.7603e-06 1.02606013523347e-06 0.275644705109628 0.00798878228097319 0.955086572179254
HORMAD1 0 0 2.3025e-06 1.14183271160386e-06 0.275638484152817 0.00798860342445225 0.955089711511374
GJC1 0 0 3.40765e-06 8.63808199088145e-07 0.275600191460086 0.00798750248341648 0.955092850403324
EFCAB3 0 0 7.82779e-07 1.53173447131376e-06 0.275525086965984 0.00798534317088503 0.955095988945183
CYP2B6 0 0 2.04773e-06 1.20753951208248e-06 0.275436859058653 0.00798280653802392 0.955099127169111
ACSBG2 0 0 1.04146e-10 1.73598905609837e-06 0.275404071146974 0.00798186385233142 0.95510226493972
KIF2B 0 0 3.16326e-06 9.25949065505315e-07 0.27540219896941 0.00798181002527487 0.955105402181585
DNAJC3 0 0 6.07133e-07 1.57834394725955e-06 0.275303096260464 0.00797896071074781 0.955108539132393
RAB36 0 0 2.33424e-06 1.13550199208379e-06 0.275288239119675 0.00797853354980185 0.95511167558641
HAS1 0 0 2.43236e-06 1.11083630704969e-06 0.275249365441618 0.00797741588233237 0.955114811602428
CRLF3 0 0 1.01598e-06 1.4736530035467e-06 0.275081708341352 0.00797259549954343 0.955117947495121
ACSM4 0 0 1.04146e-10 1.73768662173863e-06 0.27506021282902 0.00797197746925685 0.955121082907544
JMJD4 0 0 2.77369e-06 1.02579237222113e-06 0.275010369086626 0.00797054437914886 0.955124217909048
OPRL1 0 0 4.28907e-06 6.47742549583945e-07 0.274999006208632 0.00797021767701623 0.955127352405771
RIMS3 0 0 3.67849e-06 7.99881444686265e-07 0.274856178047471 0.00796611110530057 0.955130486718849
GORAB 0 0 2.41918e-06 1.11648765652743e-06 0.274777835715276 0.00796385860505702 0.955133620690883
SERPINH1 0 0 3.14082e-06 9.34762308219135e-07 0.274751607043737 0.00796310447550238 0.955136754194732
TACR1 0 0 3.91857e-06 7.41744904295015e-07 0.274538493006527 0.00795697695552499 0.955139887686739
DFFB 0 0 3.74831e-06 7.8406745520488e-07 0.27453659315195 0.00795692232998473 0.955143020651335
CCDC177 0 0 1.04146e-10 1.74041995210908e-06 0.274507465234901 0.00795608482923293 0.955146153155115
C3orf17 0 0 2.32572e-06 1.14168464142737e-06 0.274469263040065 0.00795498641806687 0.95514928522034
TRIM14 0 0 3.09663e-06 9.4768469727864e-07 0.274377404407314 0.00795234523661929 0.955152416978068
WDR92 0 0 3.07317e-06 9.53759612013705e-07 0.274339385784712 0.00795125209539068 0.955155548296995
PSMD5 0 0 2.72033e-06 1.04268244225986e-06 0.274310335150518 0.00795041680716842 0.955158679155354
HTR4 0 0 2.94568e-06 9.8657971196692e-07 0.274178745967454 0.00794663322689241 0.955161809803433
GRINA 0 0 2.47349e-06 1.10575949107153e-06 0.274163942888058 0.00794620759253888 0.955164939956378
FAM214B 0 0 2.26741e-06 1.15826610390024e-06 0.274105226044657 0.00794451929794356 0.955168069721437
LY9 0 0 2.77702e-07 1.66992978465713e-06 0.274104460355125 0.00794449728191455 0.955171198957354
MRPS22 0 0 2.51869e-06 1.09467176775026e-06 0.274093645749148 0.00794418632721453 0.955174327688775
SARS2 0 0 1.04146e-10 1.74297884738704e-06 0.273991013949682 0.00794123532322784 0.955177456139749
ZNF311 0 0 1.04146e-10 1.74356743272046e-06 0.273872361687176 0.00793782365601369 0.955180584349418
ING5 0 0 2.77404e-06 1.03174897571697e-06 0.273780453087734 0.00793518094644868 0.955183712252632
FAM83E 0 0 2.63998e-06 1.06562117228696e-06 0.27376936399939 0.00793486209350678 0.955186839652416
GSDMA 0 0 1.00317e-06 1.48361385128221e-06 0.27373398837521 0.00793384491006648 0.955189966608109
ISL2 0 0 4.38315e-06 6.3087462467937e-07 0.273699855168731 0.00793286344887259 0.955193093116794
